trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
4275,False,"{'a': 0.001, 'e': 0.01391204871893762}",20,11,17.51720458045062,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4276,False,"{'a': 0.001, 'e': 0.013898143623924953}",25,8,30.496567726306882,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4277,False,"{'a': 0.001, 'e': 0.013884252427057056}",20,9,21.649206574879887,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4278,False,"{'a': 0.001, 'e': 0.013870375114442744}",20,13,14.535606371187653,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4279,False,"{'a': 0.001, 'e': 0.013856511672204716}",20,13,11.985890081826167,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4280,False,"{'a': 0.001, 'e': 0.013842662086479501}",20,3,31.350763884687318,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4281,False,"{'a': 0.001, 'e': 0.01382882634341754}",25,11,25.65313125505331,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4282,False,"{'a': 0.001, 'e': 0.01381500442918306}",35,21,24.99204951291707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4283,False,"{'a': 0.001, 'e': 0.013801196329954161}",35,21,5.247321235774814,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
4284,False,"{'a': 0.001, 'e': 0.013787402031922757}",20,6,26.525513075210505,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4285,False,"{'a': 0.001, 'e': 0.013773621521294518}",25,0,39.43305322563446,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4286,False,"{'a': 0.001, 'e': 0.01375985478428895}",25,13,18.862322477447552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4287,False,"{'a': 0.001, 'e': 0.013746101807139326}",30,13,31.096031208943298,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4288,False,"{'a': 0.001, 'e': 0.01373236257609264}",20,13,11.487598277873825,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4289,False,"{'a': 0.001, 'e': 0.013718637077409689}",25,2,27.112505417362826,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
4290,False,"{'a': 0.001, 'e': 0.013704925297364945}",25,14,21.24126438534518,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4291,False,"{'a': 0.001, 'e': 0.013691227222246641}",35,20,27.03024523049292,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4292,False,"{'a': 0.001, 'e': 0.013677542838356711}",20,12,15.389408958059526,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4293,False,"{'a': 0.001, 'e': 0.01366387213201075}",30,23,13.536988620266586,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4294,False,"{'a': 0.001, 'e': 0.013650215089538058}",25,6,31.86515905576834,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4295,False,"{'a': 0.001, 'e': 0.013636571697281604}",20,3,29.975987747950366,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4296,False,"{'a': 0.001, 'e': 0.013622941941597973}",30,12,31.757957717167695,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4297,False,"{'a': 0.001, 'e': 0.013609325808857431}",25,13,10.570178741974269,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4298,False,"{'a': 0.001, 'e': 0.013595723285443818}",25,11,26.52591865244325,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4299,False,"{'a': 0.001, 'e': 0.013582134357754625}",30,21,3.059441209817471,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
4300,False,"{'a': 0.001, 'e': 0.013568559012200934}",25,4,30.46476084632399,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
4301,False,"{'a': 0.001, 'e': 0.013554997235207374}",20,3,27.409739233426432,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4302,False,"{'a': 0.001, 'e': 0.013541449013212178}",20,16,7.800797431847564,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4303,False,"{'a': 0.001, 'e': 0.013527914332667135}",25,14,22.21102241192083,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4304,False,"{'a': 0.001, 'e': 0.013514393180037542}",20,7,20.69213638673247,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4305,False,"{'a': 0.001, 'e': 0.013500885541802265}",20,16,6.532428773422529,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4306,False,"{'a': 0.001, 'e': 0.013487391404453644}",20,10,20.864101403119367,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4307,False,"{'a': 0.001, 'e': 0.013473910754497552}",25,16,18.448890990460306,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4308,False,"{'a': 0.001, 'e': 0.013460443578453348}",20,14,10.49189921690469,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4309,False,"{'a': 0.001, 'e': 0.013446989862853833}",25,16,16.362593610465858,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4310,False,"{'a': 0.001, 'e': 0.013433549594245302}",20,13,10.730106916240269,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4311,False,"{'a': 0.001, 'e': 0.013420122759187495}",25,15,17.434543878533276,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4312,False,"{'a': 0.001, 'e': 0.013406709344253556}",20,11,16.653532522780456,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4313,False,"{'a': 0.001, 'e': 0.013393309336030088}",20,10,17.166740549306397,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4314,False,"{'a': 0.001, 'e': 0.01337992272111706}",25,4,37.587411012344944,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
4315,False,"{'a': 0.001, 'e': 0.01336654948612787}",30,19,25.10158794535146,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4316,False,"{'a': 0.001, 'e': 0.013353189617689292}",20,14,8.239875378747552,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4317,False,"{'a': 0.001, 'e': 0.013339843102441431}",20,7,25.021758733994943,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4318,False,"{'a': 0.001, 'e': 0.013326509927037785}",20,14,13.867888448698082,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4319,False,"{'a': 0.001, 'e': 0.013313190078145189}",25,10,26.35771285831791,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4320,False,"{'a': 0.001, 'e': 0.013299883542443767}",20,0,27.668835411166786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4321,False,"{'a': 0.001, 'e': 0.01328659030662701}",20,12,13.853413920308025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4322,False,"{'a': 0.001, 'e': 0.013273310357401653}",20,6,15.596349865777114,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
4323,False,"{'a': 0.001, 'e': 0.01326004368148776}",20,14,12.766026067757032,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4324,False,"{'a': 0.001, 'e': 0.013246790265618666}",20,5,26.165971365633002,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4325,False,"{'a': 0.001, 'e': 0.013233550096540928}",30,16,24.556775881592134,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4326,False,"{'a': 0.001, 'e': 0.013220323161014392}",20,11,17.754828925647764,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4327,False,"{'a': 0.001, 'e': 0.013207109445812128}",20,13,14.28866036332541,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4328,False,"{'a': 0.001, 'e': 0.0131939089377204}",20,16,8.84757788466018,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4329,False,"{'a': 0.001, 'e': 0.01318072162353872}",25,8,30.539895096471042,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4330,False,"{'a': 0.001, 'e': 0.013167547490079751}",25,13,19.460794563896528,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4331,False,"{'a': 0.001, 'e': 0.01315438652416937}",30,23,12.754578804249265,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4332,False,"{'a': 0.001, 'e': 0.01314123871264662}",30,22,13.962498612661987,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4333,False,"{'a': 0.001, 'e': 0.013128104042363666}",20,9,19.572306095774692,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4334,False,"{'a': 0.001, 'e': 0.013114982500185848}",20,6,23.509105688107525,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4335,False,"{'a': 0.001, 'e': 0.013101874072991637}",30,16,26.039887369323104,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4336,False,"{'a': 0.001, 'e': 0.013088778747672577}",35,24,0.4577654368105559,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
4337,False,"{'a': 0.001, 'e': 0.013075696511133368}",20,12,15.87782584820203,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4338,False,"{'a': 0.001, 'e': 0.013062627350291747}",25,17,14.953122354628814,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4339,False,"{'a': 0.001, 'e': 0.013049571252078566}",25,15,19.882317900554657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4340,False,"{'a': 0.001, 'e': 0.013036528203437736}",25,17,12.868738645348714,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4341,False,"{'a': 0.001, 'e': 0.013023498191326184}",20,5,25.506570184622333,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4342,False,"{'a': 0.001, 'e': 0.013010481202713909}",30,20,14.894352464668307,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4343,False,"{'a': 0.001, 'e': 0.012997477224583932}",20,9,12.79806529871898,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
4344,False,"{'a': 0.001, 'e': 0.012984486243932251}",25,18,16.37870874246674,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4345,False,"{'a': 0.001, 'e': 0.012971508247767908}",25,16,17.272753345822903,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4346,False,"{'a': 0.001, 'e': 0.012958543223112882}",35,12,44.022071454122134,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
4347,False,"{'a': 0.001, 'e': 0.012945591157002159}",30,0,45.806039954002756,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
4348,False,"{'a': 0.001, 'e': 0.012932652036483683}",20,13,10.677797086704915,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4349,False,"{'a': 0.001, 'e': 0.01291972584861831}",20,2,25.625249594772328,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4350,False,"{'a': 0.001, 'e': 0.012906812580479862}",25,20,9.402707581446169,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4351,False,"{'a': 0.001, 'e': 0.012893912219155082}",25,10,22.212916659947563,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4352,False,"{'a': 0.001, 'e': 0.012881024751743584}",20,12,16.286092756038347,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4353,False,"{'a': 0.001, 'e': 0.012868150165357922}",20,6,25.614881383687738,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4354,False,"{'a': 0.001, 'e': 0.012855288447123487}",20,15,10.197884846243468,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4355,False,"{'a': 0.001, 'e': 0.01284243958417857}",25,18,13.791119961165151,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4356,False,"{'a': 0.001, 'e': 0.01282960356367432}",25,10,25.939438939486656,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4357,False,"{'a': 0.001, 'e': 0.01281678037277469}",25,11,20.75839752433923,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4358,False,"{'a': 0.001, 'e': 0.012803969998656512}",30,21,13.967529776683175,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4359,False,"{'a': 0.001, 'e': 0.01279117242850939}",20,13,14.546714092774417,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4360,False,"{'a': 0.001, 'e': 0.01277838764953576}",25,15,18.31856066210585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4361,False,"{'a': 0.001, 'e': 0.012765615648950858}",25,17,17.520276735464975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4362,False,"{'a': 0.001, 'e': 0.012752856413982657}",25,16,20.820031485597344,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4363,False,"{'a': 0.001, 'e': 0.012740109931871932}",25,11,20.28938296216612,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4364,False,"{'a': 0.001, 'e': 0.012727376189872212}",25,14,20.24776127315791,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4365,False,"{'a': 0.001, 'e': 0.012714655175249731}",20,11,16.13387973387983,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4366,False,"{'a': 0.001, 'e': 0.012701946875283497}",25,16,16.051343869934794,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4367,False,"{'a': 0.001, 'e': 0.012689251277265185}",25,15,18.613111364905357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4368,False,"{'a': 0.001, 'e': 0.012676568368499208}",20,11,19.09126401660164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4369,False,"{'a': 0.001, 'e': 0.012663898136302665}",25,8,35.17901604099141,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4370,False,"{'a': 0.001, 'e': 0.012651240568005305}",25,15,19.723928811481215,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4371,False,"{'a': 0.001, 'e': 0.012638595650949566}",30,24,11.099731904945578,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4372,False,"{'a': 0.001, 'e': 0.012625963372490544}",20,10,19.067056359816416,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4373,False,"{'a': 0.001, 'e': 0.012613343719995933}",20,12,16.44059271548204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4374,False,"{'a': 0.001, 'e': 0.012600736680846106}",20,13,10.73757678900498,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4375,False,"{'a': 0.001, 'e': 0.012588142242433998}",25,17,16.17857729681514,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4376,False,"{'a': 0.001, 'e': 0.012575560392165182}",25,20,9.586034139177686,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4377,False,"{'a': 0.001, 'e': 0.012562991117457817}",25,7,29.185405848132493,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4378,False,"{'a': 0.001, 'e': 0.012550434405742605}",30,18,21.80339162911473,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4379,False,"{'a': 0.001, 'e': 0.012537890244462845}",25,10,27.34461031279492,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4380,False,"{'a': 0.001, 'e': 0.012525358621074385}",20,6,20.25510630750704,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4381,False,"{'a': 0.001, 'e': 0.012512839523045579}",25,18,8.021088523269036,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4382,False,"{'a': 0.001, 'e': 0.01250033293785735}",20,9,14.250282767730234,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4383,False,"{'a': 0.001, 'e': 0.01248783885300309}",25,13,23.788952594126815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4384,False,"{'a': 0.001, 'e': 0.012475357255988723}",25,13,20.4459802946584,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4385,False,"{'a': 0.001, 'e': 0.012462888134332661}",25,13,22.029131180264407,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4386,False,"{'a': 0.001, 'e': 0.012450431475565764}",20,0,28.714507739630367,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4387,False,"{'a': 0.001, 'e': 0.012437987267231379}",20,5,7.695375715171183,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
4388,False,"{'a': 0.001, 'e': 0.012425555496885309}",25,11,27.818692061555392,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4389,False,"{'a': 0.001, 'e': 0.012413136152095758}",30,20,21.488124081643296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4390,False,"{'a': 0.001, 'e': 0.012400729220443406}",20,9,18.024866227707324,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4391,False,"{'a': 0.001, 'e': 0.012388334689521299}",20,5,25.70490688118811,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4392,False,"{'a': 0.001, 'e': 0.012375952546934911}",20,6,23.018916391884623,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4393,False,"{'a': 0.001, 'e': 0.012363582780302113}",20,6,25.749426906978833,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4394,False,"{'a': 0.001, 'e': 0.012351225377253115}",25,16,18.98211653233753,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4395,False,"{'a': 0.001, 'e': 0.012338880325430523}",25,2,37.43102658399955,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
4396,False,"{'a': 0.001, 'e': 0.012326547612489296}",25,8,29.955731568992643,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4397,False,"{'a': 0.001, 'e': 0.012314227226096697}",25,17,15.920565452076406,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4398,False,"{'a': 0.001, 'e': 0.012301919153932363}",20,16,8.575882680990995,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4399,False,"{'a': 0.001, 'e': 0.012289623383688195}",20,7,25.96716238823148,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4400,False,"{'a': 0.001, 'e': 0.012277339903068436}",30,20,18.57689096699761,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4401,False,"{'a': 0.001, 'e': 0.012265068699789616}",20,16,7.82645599776846,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4402,False,"{'a': 0.001, 'e': 0.012252809761580503}",20,11,16.822454147243047,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4403,False,"{'a': 0.001, 'e': 0.012240563076182176}",25,15,20.556482273836444,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4404,False,"{'a': 0.001, 'e': 0.012228328631347955}",25,18,11.188908141461773,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4405,False,"{'a': 0.001, 'e': 0.012216106414843372}",30,24,10.509930193728616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4406,False,"{'a': 0.001, 'e': 0.012203896414446235}",25,0,35.04507912636621,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4407,False,"{'a': 0.001, 'e': 0.012191698617946518}",25,11,26.296405642972356,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4408,False,"{'a': 0.001, 'e': 0.012179513013146433}",25,11,27.24256089854839,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4409,False,"{'a': 0.001, 'e': 0.01216733958786039}",20,10,18.39525478461046,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4410,False,"{'a': 0.001, 'e': 0.012155178329914935}",20,12,14.241668340931914,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4411,False,"{'a': 0.001, 'e': 0.012143029227148825}",35,26,17.224053910780324,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4412,False,"{'a': 0.001, 'e': 0.012130892267412964}",20,9,18.357616278456277,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4413,False,"{'a': 0.001, 'e': 0.01211876743857037}",20,14,11.6512836787984,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4414,False,"{'a': 0.001, 'e': 0.012106654728496237}",20,9,19.02659026204526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4415,False,"{'a': 0.001, 'e': 0.012094554125077829}",30,14,23.870515588621533,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4416,False,"{'a': 0.001, 'e': 0.012082465616214554}",20,13,12.924975347497249,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4417,False,"{'a': 0.001, 'e': 0.012070389189817914}",20,14,13.88557509386013,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4418,False,"{'a': 0.001, 'e': 0.012058324833811458}",25,16,15.85254247659402,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4419,False,"{'a': 0.001, 'e': 0.012046272536130841}",25,10,26.908921629398435,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4420,False,"{'a': 0.001, 'e': 0.012034232284723775}",20,9,23.022758589851097,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4421,False,"{'a': 0.001, 'e': 0.012022204067549985}",35,22,23.754913422221513,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4422,False,"{'a': 0.001, 'e': 0.012010187872581275}",30,7,-3.3515248809402176,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
4423,False,"{'a': 0.001, 'e': 0.01199818368780143}",20,5,24.487680314612554,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4424,False,"{'a': 0.001, 'e': 0.01198619150120627}",20,14,11.556092157981533,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4425,False,"{'a': 0.001, 'e': 0.011974211300803622}",20,8,17.761688912632707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4426,False,"{'a': 0.001, 'e': 0.011962243074613261}",20,16,6.109833454956027,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4427,False,"{'a': 0.001, 'e': 0.011950286810666972}",20,11,15.542440378559009,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4428,False,"{'a': 0.001, 'e': 0.011938342497008501}",20,14,11.057075310494218,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4429,False,"{'a': 0.001, 'e': 0.011926410121693511}",25,13,25.551415353154457,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4430,False,"{'a': 0.001, 'e': 0.011914489672789647}",25,13,25.938150975768725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4431,False,"{'a': 0.001, 'e': 0.011902581138376438}",20,13,11.713840471099466,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4432,False,"{'a': 0.001, 'e': 0.011890684506545358}",20,8,19.360218791561273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4433,False,"{'a': 0.001, 'e': 0.011878799765399788}",25,15,22.076698951999933,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4434,False,"{'a': 0.001, 'e': 0.01186692690305496}",25,16,19.788499594850187,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4435,False,"{'a': 0.001, 'e': 0.011855065907638027}",25,19,11.179130079711708,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4436,False,"{'a': 0.001, 'e': 0.011843216767287999}",20,9,19.487662902966196,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4437,False,"{'a': 0.001, 'e': 0.011831379470155714}",25,12,24.832529932656577,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4438,False,"{'a': 0.001, 'e': 0.011819554004403897}",30,13,28.333520075437274,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4439,False,"{'a': 0.001, 'e': 0.011807740358207058}",25,18,14.9393360692142,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4440,False,"{'a': 0.001, 'e': 0.011795938519751562}",30,16,25.809204014509717,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4441,False,"{'a': 0.001, 'e': 0.011784148477235577}",25,11,27.114738089604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4442,False,"{'a': 0.001, 'e': 0.011772370218869043}",30,16,26.074992587382575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4443,False,"{'a': 0.001, 'e': 0.011760603732873708}",25,20,9.58502625872305,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4444,False,"{'a': 0.001, 'e': 0.011748849007483096}",25,11,27.185190522044294,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4445,False,"{'a': 0.001, 'e': 0.011737106030942461}",25,7,34.55115772722886,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4446,False,"{'a': 0.001, 'e': 0.011725374791508845}",20,16,9.297174956233878,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4447,False,"{'a': 0.001, 'e': 0.011713655277450987}",20,6,24.574871440397253,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4448,False,"{'a': 0.001, 'e': 0.011701947477049383}",20,16,8.526908608910915,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4449,False,"{'a': 0.001, 'e': 0.011690251378596242}",20,10,14.710912449447623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4450,False,"{'a': 0.001, 'e': 0.011678566970395442}",25,15,18.344814354737338,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4451,False,"{'a': 0.001, 'e': 0.011666894240762588}",35,3,41.636441463628316,"{0: 31, 1: 0, 2: 1, 3: 0, 4: 0}",1
4452,False,"{'a': 0.001, 'e': 0.011655233178024955}",30,22,13.931238281643243,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4453,False,"{'a': 0.001, 'e': 0.011643583770521462}",20,14,11.234233791469965,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4454,False,"{'a': 0.001, 'e': 0.01163194600660272}",20,9,16.92664321491898,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4455,False,"{'a': 0.001, 'e': 0.011620319874630945}",20,12,15.333176349711387,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4456,False,"{'a': 0.001, 'e': 0.011608705362980011}",30,22,14.491442742585798,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4457,False,"{'a': 0.001, 'e': 0.011597102460035418}",20,3,29.385699677941325,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
