trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
6631,False,"{'a': 0.001, 'e': 0.0013188435827960524}",25,10,25.103853362645616,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6632,False,"{'a': 0.001, 'e': 0.001317525398415295}",20,4,27.637185416262863,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6633,False,"{'a': 0.001, 'e': 0.001316208531560047}",20,12,17.11184075123325,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6634,False,"{'a': 0.001, 'e': 0.001314892980913439}",25,9,30.895049557377376,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6635,False,"{'a': 0.001, 'e': 0.0013135787451599226}",30,18,19.850914750764172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6636,False,"{'a': 0.001, 'e': 0.00131226582298526}",25,5,31.33833607236419,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6637,False,"{'a': 0.001, 'e': 0.0013109542130765293}",20,13,13.516368818828461,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6638,False,"{'a': 0.001, 'e': 0.0013096439141221223}",20,12,16.57301747740222,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6639,False,"{'a': 0.001, 'e': 0.0013083349248117374}",20,15,10.046856121470483,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6640,False,"{'a': 0.001, 'e': 0.0013070272438363863}",20,6,20.37612352691594,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6641,False,"{'a': 0.001, 'e': 0.0013057208698883892}",25,18,11.037715040031925,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6642,False,"{'a': 0.001, 'e': 0.0013044158016613696}",20,11,18.709713340870127,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6643,False,"{'a': 0.001, 'e': 0.0013031120378502615}",20,7,24.00845497293701,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6644,False,"{'a': 0.001, 'e': 0.0013018095771512987}",20,7,24.22100224750301,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6645,False,"{'a': 0.001, 'e': 0.0013005084182620215}",20,8,20.723231382396857,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6646,False,"{'a': 0.001, 'e': 0.001299208559881272}",20,16,8.118819060430047,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6647,False,"{'a': 0.001, 'e': 0.0012979100007091896}",20,11,19.620323642617684,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6648,False,"{'a': 0.001, 'e': 0.001296612739447216}",25,8,32.55137961584984,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6649,False,"{'a': 0.001, 'e': 0.0012953167747980913}",20,10,15.96117614370422,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6650,False,"{'a': 0.001, 'e': 0.001294022105465848}",20,16,6.987013202201217,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6651,False,"{'a': 0.001, 'e': 0.001292728730155819}",30,17,25.55483935666582,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6652,False,"{'a': 0.001, 'e': 0.001291436647574627}",20,13,12.974139777175326,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6653,False,"{'a': 0.001, 'e': 0.0012901458564301901}",35,23,21.36843190494968,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6654,False,"{'a': 0.001, 'e': 0.0012888563554317182}",20,4,24.669296191451007,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6655,False,"{'a': 0.001, 'e': 0.001287568143289708}",20,14,10.370189513159595,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6656,False,"{'a': 0.001, 'e': 0.0012862812187159486}",20,11,17.26225273932784,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6657,False,"{'a': 0.001, 'e': 0.001284995580423516}",20,10,18.988725526248963,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6658,False,"{'a': 0.001, 'e': 0.00128371122712677}",30,13,29.276892196587063,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6659,False,"{'a': 0.001, 'e': 0.001282428157541359}",20,15,9.135214754893958,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6660,False,"{'a': 0.001, 'e': 0.0012811463703842113}",30,20,16.82292285839415,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6661,False,"{'a': 0.001, 'e': 0.0012798658643735409}",35,26,19.6283203606431,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6662,False,"{'a': 0.001, 'e': 0.0012785866382288426}",20,13,12.750128033397893,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6663,False,"{'a': 0.001, 'e': 0.0012773086906708879}",25,15,17.094379326033437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6664,False,"{'a': 0.001, 'e': 0.0012760320204217314}",20,10,18.932275475082168,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6665,False,"{'a': 0.001, 'e': 0.0012747566262047007}",30,20,19.40295816422694,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6666,False,"{'a': 0.001, 'e': 0.0012734825067444023}",20,9,17.603748758714172,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6667,False,"{'a': 0.001, 'e': 0.001272209660766718}",30,16,26.985216384032782,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6668,False,"{'a': 0.001, 'e': 0.0012709380869987993}",25,19,11.72743864034188,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6669,False,"{'a': 0.001, 'e': 0.0012696677841690736}",20,9,22.99005233533321,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6670,False,"{'a': 0.001, 'e': 0.0012683987510072388}",25,14,19.187907472584204,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6671,False,"{'a': 0.001, 'e': 0.0012671309862442596}",20,7,20.320984259710976,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6672,False,"{'a': 0.001, 'e': 0.0012658644886123737}",20,10,17.54498534155964,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6673,False,"{'a': 0.001, 'e': 0.0012645992568450805}",20,11,15.178319833502124,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6674,False,"{'a': 0.001, 'e': 0.0012633352896771494}",25,17,13.874804547535081,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6675,False,"{'a': 0.001, 'e': 0.0012620725858446145}",20,16,7.2060251512980615,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6676,False,"{'a': 0.001, 'e': 0.0012608111440847696}",30,16,26.529613957589962,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6677,False,"{'a': 0.001, 'e': 0.0012595509631361738}",25,13,24.430879130398377,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6678,False,"{'a': 0.001, 'e': 0.0012582920417386473}",25,17,16.680474955082335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6679,False,"{'a': 0.001, 'e': 0.0012570343786332662}",20,3,27.657293375669354,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6680,False,"{'a': 0.001, 'e': 0.0012557779725623694}",20,9,14.255448936168893,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6681,False,"{'a': 0.001, 'e': 0.001254522822269549}",25,20,10.586820220137335,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6682,False,"{'a': 0.001, 'e': 0.0012532689264996553}",25,16,18.227514673409082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6683,False,"{'a': 0.001, 'e': 0.0012520162839987936}",30,16,23.68033235280426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6684,False,"{'a': 0.001, 'e': 0.001250764893514319}",30,15,29.34600356310006,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6685,False,"{'a': 0.001, 'e': 0.0012495147537948425}",20,0,-14.17169998979756,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
6686,False,"{'a': 0.001, 'e': 0.0012482658635902249}",25,17,14.02262675221921,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6687,False,"{'a': 0.001, 'e': 0.0012470182216515737}",30,15,30.116103614001478,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6688,False,"{'a': 0.001, 'e': 0.0012457718267312491}",20,0,24.105234144156388,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6689,False,"{'a': 0.001, 'e': 0.0012445266775828541}",25,18,12.237668376342173,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6690,False,"{'a': 0.001, 'e': 0.0012432827729612404}",30,12,32.21651508085031,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6691,False,"{'a': 0.001, 'e': 0.0012420401116225042}",30,18,19.064782883979014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6692,False,"{'a': 0.001, 'e': 0.0012407986923239822}",20,13,14.02974841499627,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6693,False,"{'a': 0.001, 'e': 0.001239558513824256}",30,14,28.31613638000413,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6694,False,"{'a': 0.001, 'e': 0.001238319574883148}",25,15,19.94528071592229,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6695,False,"{'a': 0.001, 'e': 0.0012370818742617167}",20,10,21.43302730324901,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6696,False,"{'a': 0.001, 'e': 0.001235845410722264}",20,10,19.616790953423344,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6697,False,"{'a': 0.001, 'e': 0.001234610183028324}",20,10,20.272188421895084,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6698,False,"{'a': 0.001, 'e': 0.0012333761899446698}",20,6,23.160791564576424,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6699,False,"{'a': 0.001, 'e': 0.0012321434302373095}",20,13,11.953197029101382,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6700,False,"{'a': 0.001, 'e': 0.001230911902673481}",20,13,11.30399651264187,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6701,False,"{'a': 0.001, 'e': 0.0012296816060216576}",20,0,31.684386537578455,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6702,False,"{'a': 0.001, 'e': 0.001228452539051544}",20,8,16.407515807134676,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6703,False,"{'a': 0.001, 'e': 0.0012272247005340707}",30,0,38.98092219480069,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
6704,False,"{'a': 0.001, 'e': 0.0012259980892414012}",25,16,15.025290012016118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6705,False,"{'a': 0.001, 'e': 0.001224772703946922}",20,6,24.309464622230948,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6706,False,"{'a': 0.001, 'e': 0.001223548543425249}",20,12,16.290672700886,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6707,False,"{'a': 0.001, 'e': 0.0012223256064522224}",25,18,13.031410025931562,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6708,False,"{'a': 0.001, 'e': 0.001221103891804903}",25,3,36.08992000295426,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
6709,False,"{'a': 0.001, 'e': 0.001219883398261577}",20,12,18.03503190541024,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6710,False,"{'a': 0.001, 'e': 0.0012186641246017523}",25,14,20.540880261230498,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6711,False,"{'a': 0.001, 'e': 0.0012174460696061525}",30,19,19.34590195954597,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6712,False,"{'a': 0.001, 'e': 0.0012162292320567248}",20,14,11.805527769224668,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6713,False,"{'a': 0.001, 'e': 0.0012150136107366295}",25,16,18.25046547031853,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6714,False,"{'a': 0.001, 'e': 0.0012137992044302462}",20,14,12.442895741106302,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6715,False,"{'a': 0.001, 'e': 0.0012125860119231696}",30,21,19.338992011934547,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6716,False,"{'a': 0.001, 'e': 0.0012113740320022048}",20,0,32.170539302884706,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6717,False,"{'a': 0.001, 'e': 0.001210163263455373}",30,16,25.567586704492033,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6718,False,"{'a': 0.001, 'e': 0.0012089537050719065}",35,22,23.08019267926319,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6719,False,"{'a': 0.001, 'e': 0.0012077453556422447}",20,14,10.990996555066001,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6720,False,"{'a': 0.001, 'e': 0.0012065382139580404}",30,16,22.497370422935404,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6721,False,"{'a': 0.001, 'e': 0.0012053322788121495}",25,9,29.665027078549016,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6722,False,"{'a': 0.001, 'e': 0.001204127548998638}",35,16,40.94875718226783,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
6723,False,"{'a': 0.001, 'e': 0.0012029240233127766}",25,3,31.28737821021978,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
6724,False,"{'a': 0.001, 'e': 0.001201721700551038}",20,6,26.710803856168265,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6725,False,"{'a': 0.001, 'e': 0.0012005205795111}",25,16,15.112363260721056,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6726,False,"{'a': 0.001, 'e': 0.0011993206589918425}",25,18,14.54931171014319,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6727,False,"{'a': 0.001, 'e': 0.0011981219377933429}",30,0,44.075713393971434,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
6728,False,"{'a': 0.001, 'e': 0.001196924414716882}",20,14,14.748122001242217,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6729,False,"{'a': 0.001, 'e': 0.0011957280885649345}",20,15,-3.937527370044974,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
6730,False,"{'a': 0.001, 'e': 0.0011945329581411752}",35,21,27.546891548970862,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6731,False,"{'a': 0.001, 'e': 0.0011933390222504748}",25,12,25.98871415835144,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6732,False,"{'a': 0.001, 'e': 0.001192146279698895}",25,8,31.554342499780585,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6733,False,"{'a': 0.001, 'e': 0.0011909547292936942}",30,12,29.14607196107194,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6734,False,"{'a': 0.001, 'e': 0.001189764369843323}",20,9,22.628290361182536,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6735,False,"{'a': 0.001, 'e': 0.0011885752001574196}",25,13,22.62699319372037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6736,False,"{'a': 0.001, 'e': 0.0011873872190468165}",25,15,18.900988562758943,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6737,False,"{'a': 0.001, 'e': 0.0011862004253235304}",25,5,32.93923314951759,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6738,False,"{'a': 0.001, 'e': 0.0011850148178007686}",25,17,17.268853872689206,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6739,False,"{'a': 0.001, 'e': 0.0011838303952929241}",25,20,11.864865278893332,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6740,False,"{'a': 0.001, 'e': 0.0011826471566155727}",25,5,34.4905337303241,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6741,False,"{'a': 0.001, 'e': 0.0011814651005854766}",25,19,8.776810209128673,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6742,False,"{'a': 0.001, 'e': 0.0011802842260205803}",25,0,42.102633914030264,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
6743,False,"{'a': 0.001, 'e': 0.0011791045317400075}",20,11,18.163988988234404,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6744,False,"{'a': 0.001, 'e': 0.0011779260165640658}",20,7,25.70110169500252,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6745,False,"{'a': 0.001, 'e': 0.0011767486793142377}",20,11,16.084064801352802,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6746,False,"{'a': 0.001, 'e': 0.001175572518813187}",20,10,17.906524419483873,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6747,False,"{'a': 0.001, 'e': 0.001174397533884754}",25,7,28.53232489800189,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6748,False,"{'a': 0.001, 'e': 0.0011732237233539518}",20,0,19.19359575490003,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6749,False,"{'a': 0.001, 'e': 0.0011720510860469707}",25,11,23.896336496950852,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6750,False,"{'a': 0.001, 'e': 0.0011708796207911744}",25,14,22.233837343237038,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6751,False,"{'a': 0.001, 'e': 0.0011697093264150954}",25,13,23.998948101370353,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6752,False,"{'a': 0.001, 'e': 0.0011685402017484413}",20,12,16.224859524247456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6753,False,"{'a': 0.001, 'e': 0.0011673722456220855}",35,23,23.325127267020648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6754,False,"{'a': 0.001, 'e': 0.0011662054568680723}",25,11,23.22570017177212,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6755,False,"{'a': 0.001, 'e': 0.0011650398343196144}",25,17,15.632754169944054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6756,False,"{'a': 0.001, 'e': 0.0011638753768110867}",25,18,14.244974163333103,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6757,False,"{'a': 0.001, 'e': 0.0011627120831780328}",20,9,18.628459248238585,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6758,False,"{'a': 0.001, 'e': 0.00116154995225716}",25,10,24.42915485743601,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6759,False,"{'a': 0.001, 'e': 0.0011603889828863355}",25,12,19.753865191697294,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6760,False,"{'a': 0.001, 'e': 0.0011592291739045914}",20,12,15.263313753963196,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6761,False,"{'a': 0.001, 'e': 0.0011580705241521169}",20,13,14.342310817498166,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6762,False,"{'a': 0.001, 'e': 0.0011569130324702629}",20,7,23.438311654699913,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6763,False,"{'a': 0.001, 'e': 0.0011557566977015389}",30,23,14.938573915081939,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6764,False,"{'a': 0.001, 'e': 0.0011546015186896079}",25,12,25.597277369092758,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6765,False,"{'a': 0.001, 'e': 0.0011534474942792917}",30,0,49.461356379798325,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
6766,False,"{'a': 0.001, 'e': 0.0011522946233165669}",20,11,15.109871634705108,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6767,False,"{'a': 0.001, 'e': 0.0011511429046485605}",30,7,38.705170202627784,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
6768,False,"{'a': 0.001, 'e': 0.0011499923371235557}",20,0,28.175012816484635,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6769,False,"{'a': 0.001, 'e': 0.001148842919590983}",20,15,9.79195907878263,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6770,False,"{'a': 0.001, 'e': 0.0011476946509014253}",25,15,16.744682863334507,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6771,False,"{'a': 0.001, 'e': 0.0011465475299066155}",25,6,28.90787690401142,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
6772,False,"{'a': 0.001, 'e': 0.0011454015554594299}",30,19,23.36559007953258,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6773,False,"{'a': 0.001, 'e': 0.0011442567264138951}",25,11,18.676839752253645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6774,False,"{'a': 0.001, 'e': 0.0011431130416251834}",20,12,14.852454941914866,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6775,False,"{'a': 0.001, 'e': 0.0011419704999496075}",30,20,19.924553926154676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6776,False,"{'a': 0.001, 'e': 0.0011408291002446276}",20,0,33.687333074581296,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6777,False,"{'a': 0.001, 'e': 0.001139688841368842}",20,10,17.218328892864786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6778,False,"{'a': 0.001, 'e': 0.0011385497221819928}",20,8,18.712229022685687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6779,False,"{'a': 0.001, 'e': 0.0011374117415449618}",20,13,12.331764993281853,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6780,False,"{'a': 0.001, 'e': 0.0011362748983197658}",25,13,26.675943110323367,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6781,False,"{'a': 0.001, 'e': 0.001135139191369563}",30,17,20.566579187561487,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6782,False,"{'a': 0.001, 'e': 0.0011340046195586473}",20,13,12.921911232065632,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6783,False,"{'a': 0.001, 'e': 0.0011328711817524444}",25,10,27.569169786334864,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6784,False,"{'a': 0.001, 'e': 0.001131738876817519}",35,18,32.67406003310825,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6785,False,"{'a': 0.001, 'e': 0.0011306077036215634}",20,11,18.08972857465628,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6786,False,"{'a': 0.001, 'e': 0.0011294776610334058}",25,18,12.323547566583798,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6787,False,"{'a': 0.001, 'e': 0.0011283487479230043}",25,18,12.588178444290032,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6788,False,"{'a': 0.001, 'e': 0.0011272209631614438}",20,14,10.756019623893758,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6789,False,"{'a': 0.001, 'e': 0.0011260943056209413}",20,6,22.220638301547936,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6790,False,"{'a': 0.001, 'e': 0.0011249687741748374}",30,22,12.887293689933102,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6791,False,"{'a': 0.001, 'e': 0.0011238443676976012}",20,4,26.42561796637044,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6792,False,"{'a': 0.001, 'e': 0.0011227210850648275}",30,22,14.435215288971305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6793,False,"{'a': 0.001, 'e': 0.0011215989251532315}",25,11,28.357141462473717,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6794,False,"{'a': 0.001, 'e': 0.001120477886840654}",30,16,25.51842462157249,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6795,False,"{'a': 0.001, 'e': 0.0011193579690060578}",30,16,24.950565838985757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6796,False,"{'a': 0.001, 'e': 0.0011182391705295228}",20,13,15.377387817337269,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6797,False,"{'a': 0.001, 'e': 0.0011171214902922525}",20,10,15.793571294937498,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6798,False,"{'a': 0.001, 'e': 0.0011160049271765648}",30,16,24.36229446564031,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6799,False,"{'a': 0.001, 'e': 0.001114889480065897}",20,15,10.363121457123531,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6800,False,"{'a': 0.001, 'e': 0.0011137751478448032}",35,24,20.024615753259795,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6801,False,"{'a': 0.001, 'e': 0.0011126619293989493}",20,0,32.42882083096685,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6802,False,"{'a': 0.001, 'e': 0.0011115498236151174}",25,14,23.443843980485376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6803,False,"{'a': 0.001, 'e': 0.0011104388293812027}",30,19,20.640701162907764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6804,False,"{'a': 0.001, 'e': 0.0011093289455862089}",35,25,20.0204827437456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6805,False,"{'a': 0.001, 'e': 0.001108220171120254}",25,15,13.55450945859667,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6806,False,"{'a': 0.001, 'e': 0.0011071125048745618}",25,1,41.221583699287045,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
6807,False,"{'a': 0.001, 'e': 0.0011060059457414667}",30,18,21.166216948657073,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6808,False,"{'a': 0.001, 'e': 0.0011049004926144104}",30,20,19.48512971888101,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6809,False,"{'a': 0.001, 'e': 0.001103796144387938}",30,24,9.19488666452465,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6810,False,"{'a': 0.001, 'e': 0.0011026928999577018}",25,15,17.974375263177887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6811,False,"{'a': 0.001, 'e': 0.0011015907582204586}",20,14,12.462339991385376,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
